address,bedroom_count,district,epc_score,habitable_surface,immo_status,immocode,land_surface,municipality,plot_area,postalcode,price,price_per_sqmeter,province,region,room_count,subtype,type
Rue de l'Aviation  5,2,62000,D,60,FOR_SALE,10707752,123,62096,183,4100,119000,650,62000,3000,3,HOUSE,HOUSE
Rue de La Roche  64,5,83000,G,196,FOR_SALE,10707736,899,Hampteau,1095,6990,224000,205,80000,3000,6,HOUSE,HOUSE
Rue des Allies  20,4,83000,C,235,FOR_SALE,10707489,122,Nassogne,357,6950,325000,910,80000,3000,5,APARTMENT_BLOCK,HOUSE
Rue de la Sèroule  35,3,62000,B,130,FOR_SALE,10707554,730,Soumagne,860,4630,379000,441,62000,3000,4,HOUSE,HOUSE
Weldadigheidstraat  2,4,44000,E,194,FOR_SALE,10707453,975,Lievegem,1169,9930,495000,423,40000,2000,5,HOUSE,HOUSE
None  None,2,92000,A,,FOR_SALE,10707199,,Assesse,,5330,589500,859,90000,3000,3,HOUSE_GROUP,HOUSE_GROUP
Jules de Saint-Genoisstraat  81-81A,3,44000,E,,FOR_SALE,10707447,,Gent Gentbrugge,153,9050,600000,3922,40000,2000,4,HOUSE_GROUP,HOUSE_GROUP
Rue du Carreau de Mines  3,3,62000,C,145,FOR_SALE,10704429,395,Fleron,540,4624,300000,556,62000,3000,4,HOUSE,HOUSE
Rue du Korenbeek  225,5,21000,E,190,FOR_SALE,10706340,300,Molenbeek-Saint-Jean,490,1080,398670,814,400001,4000,6,HOUSE,HOUSE
Oude Begijntjesweg  12-28,1,44000,C,,FOR_SALE,10704450,,Deinze,159,9800,412300,2593,40000,2000,2,HOUSE_GROUP,HOUSE_GROUP
"Emmaweg  7,1",0,38000,D,,FOR_SALE,10458225,,Adinkerke,125,8660,351250,2810,30000,2000,1,HOUSE_GROUP,HOUSE_GROUP
Rue Amry  19,6,62000,B,235,FOR_SALE,10654294,1713,Oupeye Heure-le-Romain,1948,4682,499000,256,62000,3000,7,HOUSE,HOUSE
Elsstraat  2,2,44000,C,,FOR_SALE,10310821,,Gent,188,9000,609000,3239,40000,2000,3,HOUSE_GROUP,HOUSE_GROUP
Rue de la Bruyère  73,3,25072,D,148,FOR_SALE,10705370,232,La Hulpe,380,1310,485000,1276,20002,3000,4,HOUSE,HOUSE
Rue de la Bruyère  73,3,25072,D,148,FOR_SALE,10705368,232,Rixensart Genval,380,1332,485000,1276,20002,3000,4,HOUSE,HOUSE
Avenue des Coccinelles  22,5,21000,E,205,FOR_SALE,10704878,220,Watermael-Boitsfort,425,1170,749000,1762,400001,4000,6,TOWN_HOUSE,HOUSE
Zonnestraat  57,5,45000,C,339,FOR_SALE,10671514,160,Ronse,499,9600,295000,591,40000,2000,6,MIXED_USE_BUILDING,HOUSE
Assesteenweg  169,3,23000,C,166,FOR_SALE,10629603,124,Ternat,290,1740,299000,1031,20001,2000,4,HOUSE,HOUSE
Rue de Mulhouse  30,2,62000,D,190,FOR_SALE,10601233,130,62000,320,4020,299000,934,62000,3000,3,HOUSE,HOUSE
Rue du Marché  5,4,61031,G,262,FOR_SALE,10553399,739,CLAVIER-STATION,1001,4560,299000,299,62000,3000,5,HOUSE,HOUSE
Elsstraat  2,0,44000,B,,FOR_SALE,10199441,,Gent,184,9000,604000,3283,40000,2000,1,HOUSE_GROUP,HOUSE_GROUP
Rue du Loutrier  9,3,21000,B,138,FOR_SALE,10567511,100,Watermael-Boitsfort,238,1170,499500,2099,400001,4000,4,HOUSE,HOUSE
Avenue Albert 1er  86,5,25072,C,265,FOR_SALE,10502393,857,Rixensart Genval,1122,1332,500000,446,20002,3000,6,VILLA,HOUSE
Zonnebloemlaan  11,3,24000,D,168,FOR_SALE,10639853,702,Bertem,870,3061,510000,586,20001,2000,4,VILLA,HOUSE
Quartier Joli-Bois  .,5,25072,F,252,FOR_SALE,10682327,786,Waterloo,1038,1410,695000,670,20002,3000,6,VILLA,HOUSE
"Rue du barrage  2,B",7,82003,B,500,FOR_SALE,10465113,14527,Filly (Houffalize),15027,6660,999990,67,80000,3000,8,EXCEPTIONAL_PROPERTY,HOUSE
Rue du Monastère  6,4,21000,E,388,FOR_SALE,10698511,329,Ixelles,717,1050,1950000,2720,400001,4000,5,HOUSE,HOUSE
Brouwketelstraat  13,0,41000,E,,FOR_SALE,10702273,,Geraardsbergen Moerbeke,180,9500,328000,1822,40000,2000,1,HOUSE_GROUP,HOUSE_GROUP
Olmstraat  233,3,23000,C,138,FOR_SALE,10683015,175,Vilvoorde,313,1800,399000,1275,20001,2000,1,HOUSE,HOUSE
Allée Des Moutons - Schapenweg  71,5,23000,B,246,FOR_SALE,10702171,236,Vilvoorde,482,1800,595000,1234,20001,2000,6,TOWN_HOUSE,HOUSE
None  None,3,34000,B,,FOR_SALE,10700127,,SINT-DENIJS,141,8554,301021,2135,30000,2000,4,HOUSE_GROUP,HOUSE_GROUP
Smekaertstraat  20,0,38000,E,,FOR_SALE,10459671,,Adinkerke,125,8660,314000,2512,30000,2000,1,HOUSE_GROUP,HOUSE_GROUP
Rue des Boscailles  3,2,25072,D,102,FOR_SALE,10535529,670,WALHAIN,772,1457,300000,389,20002,3000,3,HOUSE,HOUSE
Rue Richard Orban  26,3,64074,D,190,FOR_SALE,10570091,659,Berloz,849,4257,300000,353,62000,3000,4,HOUSE,HOUSE
None  None,1,13000,F,,FOR_SALE,10515397,,Meerhout,144,2450,317000,2201,11002,2000,2,HOUSE_GROUP,HOUSE_GROUP
Prinsenstraat  55,2,46000,D,,FOR_SALE,10139789,,Stekene,192,9190,512500,2669,40000,2000,3,HOUSE_GROUP,HOUSE_GROUP
Rue de la Bruyère  71,4,25072,E,176,FOR_SALE,10626266,362,Rixensart Genval,538,1332,515000,957,20002,3000,5,VILLA,HOUSE
Gempstraat  36,3,24000,C,,FOR_SALE,10582525,,Tielt-Winge,218,3390,522500,2397,20001,2000,4,HOUSE_GROUP,HOUSE_GROUP
Klein-Frankrijkstraat  2,2,41000,B,110,FOR_SALE,10692669,70,Geraardsbergen,180,9500,174000,967,40000,2000,3,HOUSE,HOUSE
Rue Carlier  6,3,62000,G,43,FOR_SALE,10692567,24,62000,67,4000,199000,2970,62000,3000,4,HOUSE,HOUSE
Rue Emile Hallet  13,3,64074,F,150,FOR_SALE,10692775,110,64074,260,4300,215000,827,62000,3000,4,HOUSE,HOUSE
Rue de 61031  21,3,61031,D,170,FOR_SALE,10692774,435,Villers-le-Bouillet,605,4530,245000,405,62000,3000,4,HOUSE,HOUSE
Rue du Sanctuaire  15,2,92000,G,83,FOR_SALE,10706585,166,Bouge,249,5004,210000,843,90000,3000,3,HOUSE,HOUSE
Avenue Emile Vandervelde  82,3,64074,G,120,FOR_SALE,10633466,850,64074,970,4300,240000,247,62000,3000,4,HOUSE,HOUSE
Rue de Fairoul  129,4,92000,G,135,FOR_SALE,10706586,1651,Mettet,1786,5640,250000,140,90000,3000,5,HOUSE,HOUSE
Rue de Fairoul  129,4,93000,G,135,FOR_SALE,10706583,1651,FRAIRE,1786,5650,250000,140,90000,3000,5,HOUSE,HOUSE
Rue du Sanctuaire  15,2,92000,G,83,FOR_SALE,10706578,748,Bouge,831,5004,425000,511,90000,3000,3,HOUSE,HOUSE
Rue du Château  14,2,21000,F,120,FOR_SALE,10705303,0,Ixelles,120,1050,530000,4417,400001,4000,3,HOUSE,HOUSE
Rue Marie-Christine  5,4,21000,C,185,FOR_SALE,10692017,81,Bruxelles,266,1020,499000,1876,400001,4000,5,MIXED_USE_BUILDING,HOUSE
Riddersstraat  168,3,24000,B,173,FOR_SALE,10603938,80,Leuven,253,3000,899000,3553,20001,2000,3,HOUSE,HOUSE
Bergensesteenweg  302,3,23000,C,230,FOR_SALE,10537542,924,Halle,1154,1500,549000,476,20001,2000,4,HOUSE,HOUSE
Eigenlo  28,3,46000,B,212,FOR_SALE,10615433,1765,Temse,1977,9140,549000,278,40000,2000,4,BUNGALOW,HOUSE
Avenue Orban  13,3,21000,E,145,FOR_SALE,10585339,188,Woluwe-Saint-Pierre,333,1150,550000,1652,400001,4000,4,HOUSE,HOUSE
Wipstraat  15,4,23000,F,285,FOR_SALE,10692197,214,Kapelle-op-den-Bos,499,1880,285000,571,20001,2000,5,HOUSE,HOUSE
Rue des Sèbles  26,2,57081,G,240,FOR_SALE,10696177,1550,POTTES,1790,7760,295000,165,50000,3000,3,HOUSE,HOUSE
Egmont Park  13,3,44000,D,171,FOR_SALE,10683836,195,Gavere,366,9890,357500,977,40000,2000,4,HOUSE,HOUSE
Rue Denis Verdonck  38B,3,21000,C,156,FOR_SALE,10052753,278,Anderlecht,434,1070,375000,864,400001,4000,4,HOUSE,HOUSE
Avenue Reine Astrid  10,2,25072,C,75,FOR_SALE,10582472,181,La Hulpe,256,1310,375000,1465,20002,3000,3,HOUSE,HOUSE
Route du Lion  73,3,25072,F,114,FOR_SALE,10649277,1089,Braine-l'Alleud,1203,1420,375000,312,20002,3000,4,HOUSE,HOUSE
Sluizeken  9,4,44000,B,279,FOR_SALE,10700726,86,Gent,365,9000,1150000,3151,40000,2000,5,HOUSE,HOUSE
Rue Emile Steeno  13,5,21000,D,251,FOR_SALE,10707231,152,Auderghem,403,1160,995000,2469,400001,4000,6,HOUSE,HOUSE
Quartier du Bois de Mai  .,4,25072,C,485,FOR_SALE,10684113,4189,Waterloo,4674,1420,2195000,470,20002,3000,5,VILLA,HOUSE
None  None,4,34000,B,,FOR_SALE,10662670,,Waregem,144,8790,314493,2184,30000,2000,5,HOUSE_GROUP,HOUSE_GROUP
Rue de l'Ourchet  23-29,4,92000,B,,FOR_SALE,10554011,,BEUZET,130,5030,339999,2615,90000,3000,5,HOUSE_GROUP,HOUSE_GROUP
Rue Churchill  None,3,62000,B,,FOR_SALE,10432600,,Romsée,177,4624,367000,2073,62000,3000,4,HOUSE_GROUP,HOUSE_GROUP
Rue de la Botte d'asperges  None,1,57081,C,,FOR_SALE,9039885,,Kain (57081),153,7540,388000,2536,50000,3000,2,HOUSE_GROUP,HOUSE_GROUP
None  None,1,52000,B,,FOR_SALE,9414230,,PETIT-ROEULX-LEZ-NIVELLES,205,7181,526964,2571,50000,3000,2,HOUSE_GROUP,HOUSE_GROUP
Rue de Péralta  13,4,62000,F,186,FOR_SALE,10693205,278,Liege,464,4031,269000,580,62000,3000,5,HOUSE,HOUSE
Chaussée de Bruxelles  9,4,25072,B,206,FOR_SALE,10694396,331,La Hulpe,537,1310,499000,929,20002,3000,5,HOUSE,HOUSE
Bloemendallaan  136,3,23000,D,144,FOR_SALE,10704610,435,Grimbergen Strombeek-Bever,579,1853,430000,743,20001,2000,4,HOUSE,HOUSE
Avenue des Nénuphars  24,5,21000,D,200,FOR_SALE,10705579,94,Auderghem,294,1160,549000,1867,400001,4000,6,HOUSE,HOUSE
Bautersemstraat  20,3,11002,D,230,FOR_SALE,10704517,452,Kontich,682,2550,574900,843,11002,2000,4,HOUSE,HOUSE
Langestraat  45,3,31000,D,203,FOR_SALE,10704810,114,Brugge,317,8000,630000,1987,30000,2000,4,HOUSE,HOUSE
Brusselstraat  165,4,23000,E,220,FOR_SALE,10706598,660,Dilbeek,880,1702,775000,881,20001,2000,5,HOUSE,HOUSE
Avenue de l'Aviation  77,4,21000,F,210,FOR_SALE,10690931,592,Woluwe-Saint-Pierre,802,1150,1050000,1309,400001,4000,5,VILLA,HOUSE
Rue Léopold  23,10,62000,B,513,FOR_SALE,10691562,122,62000,635,4000,1199000,1888,62000,3000,11,APARTMENT_BLOCK,HOUSE
Rue Landuyt  79,2,25072,D,130,FOR_SALE,10700126,550,BRAINE-LE-CHÂTEAU,680,1440,275000,404,20002,3000,3,HOUSE,HOUSE
Thaborstraat  33,3,23000,F,182,FOR_SALE,10638809,461,Dilbeek,643,1700,559000,869,20001,2000,4,VILLA,HOUSE
Kleine Daalstraat  184,3,23000,E,259,FOR_SALE,10656182,1030,Zaventem,1289,1930,559000,434,20001,2000,4,HOUSE,HOUSE
Steenwagenstraat  90,4,23000,C,250,FOR_SALE,10605040,1097,Steenokkerzeel,1347,1820,575000,427,20001,2000,5,VILLA,HOUSE
Pedestraat  11,3,23000,C,192,FOR_SALE,10636413,1000,Schepdaal,1192,1703,579000,486,20001,2000,4,HOUSE,HOUSE
Avenue Prince Charles de Lorraine  58,3,25072,C,150,FOR_SALE,10696285,257,Braine-l'Alleud,407,1420,360000,885,20002,3000,4,HOUSE,HOUSE
Egmont Park  11,3,44000,E,174,FOR_SALE,10683837,198,Gavere,372,9890,362500,974,40000,2000,4,HOUSE,HOUSE
Egmont Park  17,3,44000,C,174,FOR_SALE,10683834,198,Gavere,372,9890,362500,974,40000,2000,4,HOUSE,HOUSE
Egmont Park  15,3,44000,F,176,FOR_SALE,10683835,200,Gavere,376,9890,367500,977,40000,2000,4,HOUSE,HOUSE
Kerkveldstraat  212,4,23000,F,139,FOR_SALE,10696211,229,Beersel,368,1650,385000,1046,20001,2000,5,HOUSE,HOUSE
Rue de la Celidee  7,4,21000,C,250,FOR_SALE,10430455,100,Molenbeek-Saint-Jean,350,1080,379000,1083,400001,4000,5,HOUSE,HOUSE
Rue du Roua  13,3,62000,E,130,FOR_SALE,10640540,963,VILLERS-L'EVÊQUE,1093,4340,385000,352,62000,3000,4,HOUSE,HOUSE
Rue E. Van Elewijck  92,3,23000,F,145,FOR_SALE,10359415,130,Wemmel,275,1780,389000,1415,20001,2000,4,HOUSE,HOUSE
Rode-Kruislaan  71,3,24000,C,194,FOR_SALE,10446997,319,Aarschot,513,3200,390000,760,20001,2000,4,APARTMENT_BLOCK,HOUSE
Bogaertstraat  3A,4,23000,C,445,FOR_SALE,10666826,1663,Kampenhout,2108,1910,795000,377,20001,2000,5,EXCEPTIONAL_PROPERTY,HOUSE
Staatsbaan  255,4,44000,B,250,FOR_SALE,10626181,1275,Zulte,1525,9870,795000,521,40000,2000,5,VILLA,HOUSE
Op 't Zand  40,2,24000,B,,FOR_SALE,10324963,,Averbode,187,3271,389000,2080,20001,2000,3,HOUSE_GROUP,HOUSE_GROUP
Allée du Traynoy  12,4,25072,C,195,FOR_SALE,10599770,1745,Genappe Bousval,1940,1470,390000,201,20002,3000,5,HOUSE,HOUSE
Rode-Kruislaan  73,3,24000,D,190,FOR_SALE,10449074,373,Aarschot,563,3200,390000,693,20001,2000,4,APARTMENT_BLOCK,HOUSE
Galgenveldstraat  11-17,1,46000,D,,FOR_SALE,10217105,,Stekene,142,9190,368500,2595,40000,2000,2,HOUSE_GROUP,HOUSE_GROUP
Faubourg de Charleroi  79,3,25072,G,221,FOR_SALE,10649662,489,25072,710,1400,368000,518,20002,3000,4,HOUSE,HOUSE
Kievitenlaan  90,3,23000,F,157,FOR_SALE,10531194,227,Dilbeek,384,1702,369000,961,20001,2000,4,TOWN_HOUSE,HOUSE
Avenue Van Crombrugghe  145,3,21000,F,175,FOR_SALE,10640215,220,Woluwe-Saint-Pierre,395,1150,660000,1671,400001,4000,4,HOUSE,HOUSE
Avenue Montgolfier  55,4,21000,E,155,FOR_SALE,10157542,243,Woluwe-Saint-Pierre,398,1150,675000,1696,400001,4000,5,HOUSE,HOUSE
Avenue Duc Godefroid 1er  10,4,25072,B,200,FOR_SALE,10616420,838,Wavre,1038,1300,675000,650,20002,3000,5,VILLA,HOUSE
Avenue des Ducs  119,4,23000,F,208,FOR_SALE,10693563,575,Wezembeek-Oppem,783,1970,915000,1169,20001,2000,5,VILLA,HOUSE
Wasstraat  38,1,44000,F,55,FOR_SALE,10702113,25,Gent,80,9000,225000,2812,40000,2000,2,HOUSE,HOUSE
Wespstraat  53,1,44000,D,55,FOR_SALE,10702205,25,Gent,80,9000,235000,2938,40000,2000,2,HOUSE,HOUSE
Quartier Bois de mai  .,4,25072,C,485,FOR_SALE,10684099,4189,Lillois-Witterzée,4674,1428,2195000,470,20002,3000,5,VILLA,HOUSE
Rue des Trois Pierres  35,4,62000,E,167,FOR_SALE,10698330,90,Herstal,257,4040,164000,638,62000,3000,5,HOUSE,HOUSE
Leemputstraat  1,2,41000,B,,FOR_SALE,10697958,,Geraardsbergen,176,9500,329000,1869,40000,2000,3,HOUSE_GROUP,HOUSE_GROUP
Hollebeekstraat  11,4,45000,F,,FOR_SALE,10697971,,Brakel,189,9660,430000,2275,40000,2000,5,HOUSE_GROUP,HOUSE_GROUP
Rue aux Deux Croix  3,0,62000,F,,FOR_SALE,9363148,,Aywaille,170,4920,319000,1876,62000,3000,1,HOUSE_GROUP,HOUSE_GROUP
Hombeeksesteenweg  33,2,12000,D,172,FOR_SALE,10602348,189,Mechelen,361,2800,315000,873,11002,2000,3,HOUSE,HOUSE
Rue Henri Fays  46,3,61031,E,125,FOR_SALE,10547427,1240,Anthisnes,1365,4160,315000,231,62000,3000,4,HOUSE,HOUSE
None  None,1,45000,B,,FOR_SALE,10655599,,Ronse,,9600,332000,4579,40000,2000,2,HOUSE_GROUP,HOUSE_GROUP
Brusselsesteenweg  4,2,44000,D,,FOR_SALE,10310822,,Gent,148,9000,540250,3650,40000,2000,3,HOUSE_GROUP,HOUSE_GROUP
Brusselsesteenweg  4,4,44000,C,,FOR_SALE,10215952,,Gent,148,9000,540250,3650,40000,2000,5,HOUSE_GROUP,HOUSE_GROUP
Louis van Bellingenstraat  2,3,23000,B,,FOR_SALE,10533895,,Zaventem,192,1930,611625,3186,20001,2000,4,HOUSE_GROUP,HOUSE_GROUP
Avenue des Pagodes  358,4,21000,C,167,FOR_SALE,9897905,178,Laeken,345,1020,525000,1522,400001,4000,5,HOUSE,HOUSE
Klaprooslaan  26,4,11002,B,258,FOR_SALE,10694317,908,Sint-Lenaarts,1166,2960,565000,485,11002,2000,5,VILLA,HOUSE
Bosschaert de Bouwellei  31,3,11002,C,260,FOR_SALE,10692701,1492,Schoten,1752,2900,699900,399,11002,2000,4,VILLA,HOUSE
boterhoekstraat  90,3,44000,E,220,FOR_SALE,10692553,1430,MELSEN,1650,9820,850000,515,40000,2000,4,VILLA,HOUSE
Zonneboslaan  76,4,23000,D,280,FOR_SALE,10694305,560,Kraainem,840,1950,865000,1030,20001,2000,5,VILLA,HOUSE
Tortelboomstraat  None,5,41000,F,315,FOR_SALE,10698002,1923,Ninove Aspelare,2238,9404,765000,342,40000,2000,6,HOUSE,HOUSE
Avenue Charles Thielemans  72,3,21000,F,200,FOR_SALE,10704438,132,Woluwe-Saint-Pierre,332,1150,625000,1883,400001,4000,4,MIXED_USE_BUILDING,HOUSE
Avenue du Pont de Luttre  91,7,21000,C,261,FOR_SALE,10706348,295,Forest,556,1190,690000,1241,400001,4000,8,APARTMENT_BLOCK,HOUSE
Avenue du Pont de Luttre  91,7,21000,E,261,FOR_SALE,10705778,295,Forest,556,1190,690000,1241,400001,4000,8,HOUSE,HOUSE
Rue de Hollande  48,6,21000,E,287,FOR_SALE,10705533,250,Saint-Gilles,537,1060,1050000,1955,400001,4000,7,MIXED_USE_BUILDING,HOUSE
Boslaan  123,4,23000,C,285,FOR_SALE,10705799,1750,Halle,2035,1500,790000,388,20001,2000,5,HOUSE,HOUSE
Boslaan  123,4,23000,C,285,FOR_SALE,10705798,1750,Lembeek,2035,1502,790000,388,20001,2000,5,HOUSE,HOUSE
Sint Jobstraat  103,5,41000,E,276,FOR_SALE,10704401,926,Aalst,1202,9300,865000,720,40000,2000,6,MANSION,HOUSE
Rue de Lonzée  71,3,92000,E,144,FOR_SALE,10685123,400,LONZEE,544,5030,245000,450,90000,3000,4,HOUSE,HOUSE
Mechelsesteenweg  366,6,23000,B,425,FOR_SALE,10701228,950,Kraainem,1375,1950,785000,571,20001,2000,7,VILLA,HOUSE
Stampkotstraat  10,2,34000,D,100,FOR_SALE,10703041,167,Avelgem,267,8580,124000,464,30000,2000,3,HOUSE,HOUSE
Rue des Chênes  13,3,61031,D,125,FOR_SALE,10703753,371,ANTHEIT,496,4520,210000,423,62000,3000,4,HOUSE,HOUSE
Burg. Edmond Ronsestraat  31,3,44000,D,320,FOR_SALE,10703809,1012,MELSEN,1332,9820,415000,312,40000,2000,4,HOUSE,HOUSE
Goudstraat  10,2,44000,B,256,FOR_SALE,10702299,125,Gent,381,9000,595000,1562,40000,2000,3,HOUSE,HOUSE
Rue Josephine Rauscent  109,3,25072,C,390,FOR_SALE,10660390,1685,Wavre Limal,2075,1300,585000,282,20002,3000,4,HOUSE,HOUSE
Rue Josephine Rauscent  109,3,25072,C,390,FOR_SALE,10660391,1685,Rixensart,2075,1330,585000,282,20002,3000,4,HOUSE,HOUSE
Kluisbos  3,3,23000,C,175,FOR_SALE,10628951,562,Halle,737,1500,590000,801,20001,2000,4,HOUSE,HOUSE
Kluisbos  3,3,23000,B,175,FOR_SALE,10628953,562,Buizingen,737,1501,590000,801,20001,2000,4,HOUSE,HOUSE
Egmont Park  19,3,44000,B,197,FOR_SALE,10683833,223,Gavere,420,9890,389500,927,40000,2000,4,HOUSE,HOUSE
Rue Georges De Lombaerde  98,2,21000,D,308,FOR_SALE,10695441,0,Evere,308,1140,800000,2597,400001,4000,3,MIXED_USE_BUILDING,HOUSE
Vaddenhoek  99,3,45000,D,300,FOR_SALE,10696962,1524,MULLEM,1824,9700,1325000,726,40000,2000,4,MANOR_HOUSE,HOUSE
Velm  69,4,23000,E,352,FOR_SALE,10700262,1400,Asse,1752,1730,925000,528,20001,2000,5,VILLA,HOUSE
Overleiestraat  54,2,34000,F,85,FOR_SALE,10702777,198,Harelbeke,283,8530,155500,549,30000,2000,3,HOUSE,HOUSE
Rue de la Crête  15,3,51004,E,215,FOR_SALE,10478474,1160,Flobecq,1375,7880,395000,287,50000,3000,4,VILLA,HOUSE
Rue Gheude  68,8,21000,F,260,FOR_SALE,10531266,63,Anderlecht,323,1070,399000,1235,400001,4000,9,MIXED_USE_BUILDING,HOUSE
Rue Omer Lepreux  20,3,21000,D,134,FOR_SALE,10595096,115,Koekelberg,249,1081,399000,1602,400001,4000,4,HOUSE,HOUSE
Markegemstraat  103,5,37000,E,505,FOR_SALE,10632096,2023,WAKKEN,2528,8720,799000,316,30000,2000,6,VILLA,HOUSE
Clos du Mouron  11,4,21000,F,202,FOR_SALE,10526420,141,Woluwe-Saint-Pierre,343,1150,820000,2391,400001,4000,5,HOUSE,HOUSE
Schrieksesteenweg  1,1,12000,C,,FOR_SALE,10666473,,Booischot,189,2221,395000,2090,11002,2000,2,HOUSE_GROUP,HOUSE_GROUP
None  None,1,13000,B,,FOR_SALE,10518601,,Laakdal,192,2430,395000,2057,11002,2000,2,HOUSE_GROUP,HOUSE_GROUP
Bovenstraat  128,1,12000,D,,FOR_SALE,10210689,,Bornem,170,2880,418000,2459,11002,2000,2,HOUSE_GROUP,HOUSE_GROUP
Bilkhagelaan  52,2,34000,B,,FOR_SALE,10077054,,Waregem,140,8790,418908,2992,30000,2000,3,HOUSE_GROUP,HOUSE_GROUP
Kerkhofstraat  x,2,34000,D,,FOR_SALE,10107990,,Waregem,202,8790,405150,2006,30000,2000,3,HOUSE_GROUP,HOUSE_GROUP
Hoevestraat  12,3,23000,D,180,FOR_SALE,10417975,1150,Gooik,1330,1755,369000,277,20001,2000,4,HOUSE,HOUSE
Rue de L'église  24,3,61031,F,212,FOR_SALE,10536031,791,Verlaine,1003,4537,369000,368,62000,3000,4,HOUSE,HOUSE
Rue de la fontaine  22,6,83000,B,276,FOR_SALE,10612459,5275,Tohogne (Durbuy),5551,6941,369000,66,80000,3000,7,HOUSE,HOUSE
Beustereind  132-134,1,13000,F,,FOR_SALE,10618066,,Forest,201,2430,369850,1840,11002,2000,2,HOUSE_GROUP,HOUSE_GROUP
Avenue des Dix Arpents  16,4,21000,B,155,FOR_SALE,10373040,411,Woluwe-Saint-Lambert,566,1200,680000,1201,400001,4000,5,HOUSE,HOUSE
Clos des Charmes  10,4,21000,B,188,FOR_SALE,10581075,161,Woluwe-Saint-Pierre,349,1150,695000,1991,400001,4000,5,TOWN_HOUSE,HOUSE
Rue Sombre  40,4,21000,E,190,FOR_SALE,10623312,270,Woluwe-Saint-Lambert,460,1200,695000,1511,400001,4000,5,HOUSE,HOUSE
Chaussée d'Alsemberg  849,6,25072,D,300,FOR_SALE,10667814,1100,Braine-l'Alleud,1400,1420,695000,496,20002,3000,7,HOUSE,HOUSE
Vijfseweg  71,3,34000,F,295,FOR_SALE,10661696,1500,Waregem,1795,8790,695000,387,30000,2000,4,VILLA,HOUSE
Rue Jakob Smits  37,2,21000,E,180,FOR_SALE,10706262,227,Anderlecht,407,1070,350000,860,400001,4000,3,HOUSE,HOUSE
Impasse de la Pompe  1,4,92000,D,370,FOR_SALE,10690339,563,Gembloux,933,5030,395000,423,90000,3000,5,HOUSE,HOUSE
Bevrijdersstraat  37,4,44000,C,300,FOR_SALE,10691448,580,MOERBEKE,880,9180,615000,699,40000,2000,5,HOUSE,HOUSE
Rue El'vâ  67,2,62000,E,101,FOR_SALE,10700251,231,Ans Alleur,332,4432,169000,509,62000,3000,3,HOUSE,HOUSE
Jozef Ickxstraat  20,2,11002,B,106,FOR_SALE,10700159,408,Ekeren,514,2180,389000,757,11002,2000,3,HOUSE,HOUSE
Chemin du paradis  1,3,25072,D,230,FOR_SALE,10695365,2273,Lasne,2503,1380,799000,319,20002,3000,4,HOUSE,HOUSE
Avenue des Tritons  34,3,21000,B,375,FOR_SALE,10611111,379,Watermael-Boitsfort,754,1170,800000,1061,400001,4000,4,HOUSE,HOUSE
DREVE PITTORESQUE  85,5,21000,D,608,FOR_SALE,10696611,2661,Uccle,3269,1180,1990000,609,400001,4000,6,VILLA,HOUSE
Kloosterstraat  17,4,23000,E,280,FOR_SALE,10626909,1263,Gooik,1543,1755,749000,485,20001,2000,5,HOUSE,HOUSE
Rue Mélayes  12,3,61031,E,110,FOR_SALE,10620840,605,Villers-le-Bouillet,715,4530,245000,343,62000,3000,4,HOUSE,HOUSE
Rue Brun  44,4,92000,D,240,FOR_SALE,10677787,214,Andenne,454,5300,245000,540,90000,3000,5,MIXED_USE_BUILDING,HOUSE
Rue Edmond de Selys-Longchamps  92,3,64074,E,120,FOR_SALE,10641552,771,64074,891,4300,300000,337,62000,3000,4,HOUSE,HOUSE
Chaussée de Ciney  369,4,92000,C,209,FOR_SALE,10630931,2185,Andenne,2394,5300,335000,140,90000,3000,5,HOUSE,HOUSE
Chaussée de Ciney  369,4,92000,C,209,FOR_SALE,10577846,2185,Andenne,2394,5300,335000,140,90000,3000,5,HOUSE,HOUSE
Bergenstraat  55,4,12000,F,,FOR_SALE,10488908,,Hombeek,218,2811,597080,2739,11002,2000,5,HOUSE_GROUP,HOUSE_GROUP
Boulevard Henri Rolin  2,1,25072,A,,FOR_SALE,10202539,,Waterloo,186,1410,592000,3183,20002,3000,2,HOUSE_GROUP,HOUSE_GROUP
Rue Habiémont  41,3,63000,C,275,FOR_SALE,10693547,720,STOUMONT,995,4987,390000,392,62000,3000,4,EXCEPTIONAL_PROPERTY,HOUSE
Avenue Hélène Solvay  10,3,92000,B,100,FOR_SALE,10694251,448,BEUZET,548,5030,500000,912,90000,3000,4,HOUSE,HOUSE
Aatstraat  242,5,45000,E,202,FOR_SALE,10698055,1541,Ronse,1743,9600,409000,235,40000,2000,6,VILLA,HOUSE
Voorheide  36,3,42000,C,199,FOR_SALE,10698772,363,Wetteren,562,9230,465000,827,40000,2000,4,HOUSE,HOUSE
Gladiolenlaan  25,4,23000,F,190,FOR_SALE,10698812,241,Liedekerke,431,1770,479000,1111,20001,2000,5,HOUSE,HOUSE
Beemdgrachtstraat  9,1,21000,D,,FOR_SALE,10699216,,BRUXELLES,154,1130,541000,3513,400001,4000,2,HOUSE_GROUP,HOUSE_GROUP
None  None,4,45000,B,,FOR_SALE,10652958,,Ronse,144,9600,318000,2208,40000,2000,5,HOUSE_GROUP,HOUSE_GROUP
